Batch ID,Batch Name,Coffee Variety,Harvest Date,Fermentation Method,Type of Water Used,Additives for fermentation,SCA Score,Fermentation Records,Average Temp,Average PH,Average Brix,Average Humidity,Fermentation Weather,Fermentation Start,Fermentation End,Drying Records,Drying Start Date/Time,Drying End Date/Time,Form Submitted Date/Time,Form Modified Date/Time,Average Drying Temp,Average Drying Humidity,Barrel Open in (Hour),Barrel Close in (Hour),Pre-fermentation for Honey,Pre-fermentation Details (Hour) for Honey
Batch 4815,Batch 4815,Normal,01/31/2024,Honey,,Honey,86,"ferm_Batch 4815_2024-01-29T01:40:10.342466,ferm_Batch 4815_2024-01-31T09:29:38.342466,ferm_Batch 4815_2024-01-29T01:15:28.342466,ferm_Batch 4815_2024-01-29T11:56:18.342466,ferm_Batch 4815_2024-01-30T07:01:35.342466",24.4,4.695,17.7,88,"Heavy Rain,Heavy Rain,Rainy,Light Rain,Cloudy",01/28/2024 05:57 PM,01/31/2024 05:57 PM,"dry_Batch 4815_2024-02-02T01:12:07.342466,dry_Batch 4815_2024-02-04T04:57:19.342466,dry_Batch 4815_2024-02-02T00:09:14.342466",01/31/2024 07:57 PM,02/05/2024 11:57 PM,01/29/2024 03:26 AM,02/01/2024 05:03 AM,23.6,60.0,1,99,Yes,12
Batch 4816,Batch 4816,Special,07/18/2024,Honey,,None,90,"ferm_Batch 4816_2024-07-17T19:45:37.273022,ferm_Batch 4816_2024-07-18T13:03:54.273022,ferm_Batch 4816_2024-07-16T06:42:10.273022,ferm_Batch 4816_2024-07-15T16:56:11.273022,ferm_Batch 4816_2024-07-16T15:11:40.273022",24.6,4.307,17.8,74,"Heavy Rain,Partly Cloudy,Light Rain,Rainy,Sunny",07/13/2024 05:49 PM,07/18/2024 04:49 PM,"dry_Batch 4816_2024-07-21T17:06:44.273022,dry_Batch 4816_2024-07-21T19:55:42.273022,dry_Batch 4816_2024-07-24T06:58:13.273022",07/19/2024 03:49 AM,07/25/2024 01:49 AM,07/14/2024 03:17 AM,07/18/2024 09:14 PM,28.0,85.115,3,111,Yes,1
Batch 4817,Batch 4817,Special,09/17/2022,Honey,,Yeast,89,"ferm_Batch 4817_2022-09-16T01:43:24.171941,ferm_Batch 4817_2022-09-15T23:59:32.171941,ferm_Batch 4817_2022-09-17T16:35:03.171941,ferm_Batch 4817_2022-09-15T15:24:23.171941,ferm_Batch 4817_2022-09-12T20:44:32.171941",23.6,4.366,17.8,85,"Sunny,Light Rain,Sunny,Partly Cloudy,Cloudy",09/12/2022 11:02 AM,09/17/2022 05:02 PM,"dry_Batch 4817_2022-09-18T11:04:16.171941,dry_Batch 4817_2022-09-21T14:43:17.171941,dry_Batch 4817_2022-09-18T18:48:56.171941",09/17/2022 09:02 PM,09/22/2022 09:02 AM,09/12/2022 09:21 PM,09/18/2022 03:30 AM,27.9,67.416,1,69,No,0
Batch 4818,Batch 4818,Special,08/20/2021,Honey,,Honey,85,"ferm_Batch 4818_2021-08-20T06:43:20.333823,ferm_Batch 4818_2021-08-18T04:08:06.333823,ferm_Batch 4818_2021-08-18T18:08:29.333823",21.3,4.595,18.5,71,"Overcast,Light Rain,Overcast,Sunny",08/16/2021 08:32 AM,08/20/2021 03:32 PM,"dry_Batch 4818_2021-08-24T04:41:46.333823,dry_Batch 4818_2021-08-22T07:43:40.333823,dry_Batch 4818_2021-08-21T18:51:47.333823",08/21/2021 02:32 AM,08/26/2021 12:32 AM,08/16/2021 01:17 PM,08/20/2021 07:15 PM,21.3,73.592,2,118,No,0
Batch 4819,Batch 4819,Special,09/03/2021,Honey,,Honey,84,"ferm_Batch 4819_2021-09-02T17:33:57.187372,ferm_Batch 4819_2021-09-02T19:23:01.187372,ferm_Batch 4819_2021-08-31T12:28:57.187372",19.3,4.432,17.8,73,"Partly Cloudy,Sunny,Cloudy,Cloudy,Overcast",08/29/2021 07:22 PM,09/03/2021 08:22 AM,"dry_Batch 4819_2021-09-06T06:54:36.187372,dry_Batch 4819_2021-09-05T05:16:27.187372,dry_Batch 4819_2021-09-07T19:49:24.187372,dry_Batch 4819_2021-09-03T12:55:13.187372",09/03/2021 10:22 AM,09/08/2021 04:22 PM,08/30/2021 05:34 AM,09/03/2021 11:42 AM,25.1,60.915,1,104,Yes,11
Batch 4820,Batch 4820,Special,12/10/2022,Washed,Well Water,None,85,"ferm_Batch 4820_2022-12-10T03:10:56.806479,ferm_Batch 4820_2022-12-10T04:23:21.806479,ferm_Batch 4820_2022-12-05T23:55:24.806479,ferm_Batch 4820_2022-12-08T14:52:07.806479",19.1,4.281,19.3,88,"Cloudy,Overcast,Cloudy,Cloudy",12/05/2022 08:14 PM,12/10/2022 03:14 PM,"dry_Batch 4820_2022-12-12T06:18:43.806479,dry_Batch 4820_2022-12-11T23:23:29.806479,dry_Batch 4820_2022-12-11T22:22:45.806479,dry_Batch 4820_2022-12-13T22:41:26.806479,dry_Batch 4820_2022-12-11T23:39:05.806479",12/10/2022 06:14 PM,12/14/2022 10:14 AM,12/05/2022 10:04 PM,12/11/2022 12:15 AM,24.2,72.959,,,,
Batch 4821,Batch 4821,Special,09/14/2023,Washed,Spring Water,None,83,"ferm_Batch 4821_2023-09-14T03:09:59.600789,ferm_Batch 4821_2023-09-13T15:31:24.600789,ferm_Batch 4821_2023-09-11T12:42:52.600789,ferm_Batch 4821_2023-09-13T07:52:06.600789",23.2,4.417,16.5,64,"Light Rain,Sunny,Cloudy,Sunny,Overcast",09/11/2023 04:13 AM,09/14/2023 04:13 AM,"dry_Batch 4821_2023-09-16T00:20:24.600789,dry_Batch 4821_2023-09-17T17:19:17.600789,dry_Batch 4821_2023-09-14T15:11:52.600789",09/14/2023 06:13 AM,09/18/2023 07:13 AM,09/11/2023 02:26 PM,09/14/2023 07:09 AM,21.8,70.499,,,,
Batch 4822,Batch 4822,Special,05/14/2022,Honey,,Honey,85,"ferm_Batch 4822_2022-05-11T11:57:17.580443,ferm_Batch 4822_2022-05-13T17:52:33.580443,ferm_Batch 4822_2022-05-14T08:19:53.580443",26.1,4.152,19.5,81,"Sunny,Rainy,Sunny,Overcast",05/10/2022 03:58 PM,05/14/2022 02:58 PM,"dry_Batch 4822_2022-05-15T14:35:15.580443,dry_Batch 4822_2022-05-16T00:57:16.580443,dry_Batch 4822_2022-05-15T19:45:24.580443,dry_Batch 4822_2022-05-17T18:09:49.580443",05/14/2022 04:58 PM,05/17/2022 11:58 PM,05/10/2022 07:14 PM,05/14/2022 07:31 PM,20.1,84.987,2,118,No,0
Batch 4823,Batch 4823,Special,04/01/2023,Honey,,None,90,"ferm_Batch 4823_2023-03-28T15:12:52.527472,ferm_Batch 4823_2023-03-29T03:49:41.527472,ferm_Batch 4823_2023-03-30T02:18:50.527472",26.6,4.203,17.7,76,"Cloudy,Overcast,Partly Cloudy,Cloudy",03/27/2023 06:59 PM,04/01/2023 04:59 AM,"dry_Batch 4823_2023-04-02T20:57:46.527472,dry_Batch 4823_2023-04-04T02:55:28.527472,dry_Batch 4823_2023-04-05T02:33:15.527472,dry_Batch 4823_2023-04-01T12:34:45.527472,dry_Batch 4823_2023-04-02T08:47:19.527472",04/01/2023 07:59 AM,04/05/2023 10:59 AM,03/28/2023 02:38 AM,04/01/2023 12:10 PM,25.0,76.021,0,103,No,0
Batch 4824,Batch 4824,Special,10/29/2021,Washed,Spring Water,Sugar,85,"ferm_Batch 4824_2021-10-25T16:55:49.293833,ferm_Batch 4824_2021-10-27T01:51:37.293833,ferm_Batch 4824_2021-10-29T16:17:51.293833,ferm_Batch 4824_2021-10-28T07:31:05.293833",21.6,4.691,18.2,80,"Partly Cloudy,Cloudy,Partly Cloudy",10/24/2021 08:46 PM,10/29/2021 11:46 PM,"dry_Batch 4824_2021-11-01T01:27:04.293833,dry_Batch 4824_2021-11-02T13:44:50.293833,dry_Batch 4824_2021-11-02T06:52:22.293833",10/30/2021 08:46 AM,11/02/2021 05:46 PM,10/25/2021 08:43 AM,10/30/2021 05:18 AM,21.1,63.18,,,,
Batch 4825,Batch 4825,Special,04/17/2022,Honey,,None,85,"ferm_Batch 4825_2022-04-16T04:09:01.729311,ferm_Batch 4825_2022-04-14T06:34:40.729311,ferm_Batch 4825_2022-04-16T19:57:58.729311",21.1,4.707,15.1,89,"Light Rain,Rainy,Light Rain,Overcast",04/13/2022 08:24 AM,04/17/2022 05:24 PM,"dry_Batch 4825_2022-04-22T01:22:23.729311,dry_Batch 4825_2022-04-19T01:25:35.729311,dry_Batch 4825_2022-04-18T16:05:40.729311",04/17/2022 11:24 PM,04/23/2022 04:24 AM,04/13/2022 10:45 AM,04/17/2022 09:41 PM,18.0,60.0,1,78,No,0
Batch 4826,Batch 4826,Special,05/01/2023,Honey,,None,89,"ferm_Batch 4826_2023-04-28T18:08:53.544049,ferm_Batch 4826_2023-05-01T07:32:47.544049,ferm_Batch 4826_2023-04-28T23:59:06.544049,ferm_Batch 4826_2023-04-30T20:30:02.544049",23.1,4.584,18.2,73,"Cloudy,Light Rain,Light Rain,Cloudy,Sunny",04/27/2023 04:38 AM,05/01/2023 11:38 PM,"dry_Batch 4826_2023-05-05T17:23:28.544049,dry_Batch 4826_2023-05-03T05:57:41.544049,dry_Batch 4826_2023-05-03T21:12:02.544049",05/02/2023 10:38 AM,05/05/2023 08:38 PM,04/27/2023 05:00 AM,05/02/2023 08:28 AM,28.0,74.039,3,64,No,0
Batch 4827,Batch 4827,Normal,05/20/2022,Honey,,Honey,87,"ferm_Batch 4827_2022-05-17T14:25:38.775826,ferm_Batch 4827_2022-05-17T05:52:20.775826,ferm_Batch 4827_2022-05-18T20:13:01.775826",23.1,4.452,16.8,77,"Sunny,Partly Cloudy,Sunny,Partly Cloudy",05/16/2022 06:02 AM,05/20/2022 07:02 PM,"dry_Batch 4827_2022-05-23T15:38:45.775826,dry_Batch 4827_2022-05-24T13:37:42.775826,dry_Batch 4827_2022-05-24T16:30:50.775826,dry_Batch 4827_2022-05-23T23:43:12.775826,dry_Batch 4827_2022-05-23T18:03:26.775826",05/21/2022 02:02 AM,05/25/2022 02:02 AM,05/16/2022 12:00 PM,05/20/2022 09:31 PM,28.0,66.05,1,66,No,0
Batch 4828,Batch 4828,Special,02/23/2022,Washed,Spring Water,None,83,"ferm_Batch 4828_2022-02-19T19:58:13.397716,ferm_Batch 4828_2022-02-22T10:33:39.397716,ferm_Batch 4828_2022-02-19T15:05:46.397716",19.1,4.216,17.9,76,"Rainy,Heavy Rain,Cloudy,Rainy",02/19/2022 09:26 AM,02/23/2022 12:26 PM,"dry_Batch 4828_2022-03-01T19:12:08.397716,dry_Batch 4828_2022-02-28T22:32:33.397716,dry_Batch 4828_2022-02-28T00:43:52.397716",02/24/2022 12:26 AM,03/01/2022 10:26 PM,02/19/2022 12:29 PM,02/23/2022 08:16 PM,21.8,70.41,,,,
Batch 4829,Batch 4829,Normal,02/16/2022,Washed,Spring Water,Molasses,86,"ferm_Batch 4829_2022-02-12T08:51:28.844036,ferm_Batch 4829_2022-02-13T14:31:51.844036,ferm_Batch 4829_2022-02-14T08:31:32.844036",22.3,4.546,18.7,71,"Overcast,Heavy Rain,Rainy,Sunny",02/12/2022 08:24 AM,02/16/2022 07:24 AM,"dry_Batch 4829_2022-02-18T11:48:17.844036,dry_Batch 4829_2022-02-17T07:45:30.844036,dry_Batch 4829_2022-02-18T22:26:06.844036,dry_Batch 4829_2022-02-17T14:58:52.844036,dry_Batch 4829_2022-02-17T20:00:06.844036",02/16/2022 04:24 PM,02/19/2022 04:24 PM,02/12/2022 03:20 PM,02/16/2022 03:43 PM,26.4,86.254,,,,
Batch 4830,Batch 4830,Special,07/18/2021,Washed,Spring Water,None,84,"ferm_Batch 4830_2021-07-18T01:48:19.917034,ferm_Batch 4830_2021-07-15T10:39:22.917034,ferm_Batch 4830_2021-07-16T03:03:08.917034,ferm_Batch 4830_2021-07-15T23:40:40.917034",23.5,4.69,17.0,74,"Overcast,Partly Cloudy,Sunny",07/15/2021 04:23 AM,07/18/2021 04:23 AM,"dry_Batch 4830_2021-07-19T02:23:58.917034,dry_Batch 4830_2021-07-20T15:42:06.917034,dry_Batch 4830_2021-07-20T15:22:18.917034,dry_Batch 4830_2021-07-18T15:32:19.917034",07/18/2021 07:23 AM,07/21/2021 10:23 AM,07/15/2021 04:04 PM,07/18/2021 08:15 AM,20.0,69.605,,,,
Batch 4831,Batch 4831,Special,06/04/2023,Honey,,Yeast,88,"ferm_Batch 4831_2023-06-03T01:51:05.185034,ferm_Batch 4831_2023-05-30T06:33:19.185034,ferm_Batch 4831_2023-06-03T08:35:34.185034,ferm_Batch 4831_2023-06-02T19:29:58.185034,ferm_Batch 4831_2023-05-30T19:00:37.185034",23.8,4.464,17.7,77,"Cloudy,Cloudy,Cloudy,Cloudy,Sunny",05/30/2023 06:02 AM,06/04/2023 02:02 PM,"dry_Batch 4831_2023-06-05T00:47:50.185034,dry_Batch 4831_2023-06-07T11:55:52.185034,dry_Batch 4831_2023-06-06T16:32:53.185034,dry_Batch 4831_2023-06-05T21:47:14.185034,dry_Batch 4831_2023-06-05T23:10:05.185034",06/04/2023 06:02 PM,06/07/2023 07:02 PM,05/30/2023 04:56 PM,06/05/2023 01:11 AM,21.0,63.481,3,67,Yes,10
Batch 4832,Batch 4832,Special,08/30/2021,Honey,,Sugar,88,"ferm_Batch 4832_2021-08-29T21:32:25.287906,ferm_Batch 4832_2021-08-28T06:34:41.287906,ferm_Batch 4832_2021-08-26T10:13:12.287906,ferm_Batch 4832_2021-08-26T09:15:22.287906,ferm_Batch 4832_2021-08-28T02:28:49.287906",22.8,4.206,17.9,90,"Cloudy,Cloudy,Cloudy,Overcast,Sunny",08/26/2021 04:06 AM,08/30/2021 01:06 AM,"dry_Batch 4832_2021-09-01T15:13:06.287906,dry_Batch 4832_2021-08-30T21:09:13.287906,dry_Batch 4832_2021-09-01T18:27:22.287906,dry_Batch 4832_2021-09-02T07:52:49.287906,dry_Batch 4832_2021-09-03T00:17:13.287906",08/30/2021 11:06 AM,09/05/2021 09:06 AM,08/26/2021 10:28 AM,08/30/2021 04:32 AM,25.0,90.0,1,86,No,0
Batch 4833,Batch 4833,Special,10/21/2022,Honey,,None,87,"ferm_Batch 4833_2022-10-15T21:25:26.299346,ferm_Batch 4833_2022-10-20T06:49:52.299346,ferm_Batch 4833_2022-10-17T20:24:52.299346,ferm_Batch 4833_2022-10-16T23:46:28.299346,ferm_Batch 4833_2022-10-19T02:59:44.299346",23.0,4.81,16.5,61,"Light Rain,Cloudy,Heavy Rain,Cloudy,Cloudy",10/15/2022 08:40 AM,10/21/2022 01:40 AM,"dry_Batch 4833_2022-10-25T20:59:51.299346,dry_Batch 4833_2022-10-24T12:21:19.299346,dry_Batch 4833_2022-10-26T09:12:27.299346,dry_Batch 4833_2022-10-26T06:11:53.299346",10/21/2022 10:40 AM,10/26/2022 10:40 AM,10/15/2022 02:41 PM,10/21/2022 04:00 AM,27.2,69.382,3,104,No,0
Batch 4834,Batch 4834,Special,04/14/2022,Honey,,Sugar,90,"ferm_Batch 4834_2022-04-11T08:43:56.731653,ferm_Batch 4834_2022-04-10T23:24:02.731653,ferm_Batch 4834_2022-04-09T14:40:00.731653,ferm_Batch 4834_2022-04-13T14:34:41.731653,ferm_Batch 4834_2022-04-13T18:12:13.731653",23.9,4.386,17.4,76,"Sunny,Sunny,Light Rain,Overcast",04/08/2022 07:15 AM,04/14/2022 12:15 AM,"dry_Batch 4834_2022-04-16T09:19:37.731653,dry_Batch 4834_2022-04-18T02:34:18.731653,dry_Batch 4834_2022-04-15T02:20:00.731653",04/14/2022 02:15 AM,04/18/2022 03:15 PM,04/08/2022 03:32 PM,04/14/2022 11:20 AM,19.6,76.205,2,84,No,0
Batch 4835,Batch 4835,Special,08/06/2022,Honey,,Honey,85,"ferm_Batch 4835_2022-08-03T12:53:29.546982,ferm_Batch 4835_2022-08-03T00:38:53.546982,ferm_Batch 4835_2022-08-05T09:40:03.546982,ferm_Batch 4835_2022-08-02T16:26:30.546982",22.9,4.452,18.9,66,"Sunny,Heavy Rain,Sunny",08/02/2022 02:39 AM,08/06/2022 01:39 PM,"dry_Batch 4835_2022-08-10T10:58:01.546982,dry_Batch 4835_2022-08-08T13:40:17.546982,dry_Batch 4835_2022-08-11T12:08:09.546982,dry_Batch 4835_2022-08-09T16:04:09.546982,dry_Batch 4835_2022-08-07T17:10:33.546982",08/07/2022 12:39 AM,08/11/2022 06:39 PM,08/02/2022 08:40 AM,08/06/2022 08:19 PM,20.8,73.694,1,95,No,0
Batch 4836,Batch 4836,Special,05/27/2022,Washed,Filtered Water,None,86,"ferm_Batch 4836_2022-05-27T09:37:16.137408,ferm_Batch 4836_2022-05-27T10:06:39.137408,ferm_Batch 4836_2022-05-25T14:56:22.137408,ferm_Batch 4836_2022-05-24T05:13:48.137408,ferm_Batch 4836_2022-05-23T18:48:12.137408",24.1,4.287,18.4,77,"Cloudy,Light Rain,Partly Cloudy,Partly Cloudy,Cloudy",05/22/2022 07:23 PM,05/27/2022 08:23 PM,"dry_Batch 4836_2022-05-30T12:31:58.137408,dry_Batch 4836_2022-05-31T16:44:46.137408,dry_Batch 4836_2022-05-31T12:13:44.137408,dry_Batch 4836_2022-05-28T20:41:00.137408",05/27/2022 11:23 PM,05/31/2022 09:23 PM,05/23/2022 03:25 AM,05/28/2022 03:23 AM,23.5,69.038,,,,
Batch 4837,Batch 4837,Special,04/04/2023,Honey,,None,87,"ferm_Batch 4837_2023-04-01T05:12:19.545504,ferm_Batch 4837_2023-04-03T21:25:32.545504,ferm_Batch 4837_2023-03-30T16:02:13.545504",20.2,4.903,18.5,81,"Light Rain,Overcast,Sunny",03/30/2023 06:16 AM,04/04/2023 02:16 AM,"dry_Batch 4837_2023-04-05T16:48:23.545504,dry_Batch 4837_2023-04-05T23:00:22.545504,dry_Batch 4837_2023-04-05T01:37:38.545504",04/04/2023 02:16 PM,04/07/2023 02:16 PM,03/30/2023 07:55 AM,04/04/2023 05:06 AM,21.4,81.818,1,119,No,0
Batch 4838,Batch 4838,Special,07/28/2023,Honey,,None,85,"ferm_Batch 4838_2023-07-26T08:20:15.927735,ferm_Batch 4838_2023-07-24T07:19:36.927735,ferm_Batch 4838_2023-07-27T23:45:05.927735,ferm_Batch 4838_2023-07-25T13:12:18.927735,ferm_Batch 4838_2023-07-25T14:39:32.927735",19.5,4.86,19.6,62,"Cloudy,Partly Cloudy,Cloudy,Cloudy",07/22/2023 02:58 PM,07/28/2023 03:58 AM,"dry_Batch 4838_2023-07-29T19:07:18.927735,dry_Batch 4838_2023-07-31T06:47:04.927735,dry_Batch 4838_2023-07-29T12:12:40.927735,dry_Batch 4838_2023-07-29T22:23:45.927735",07/28/2023 11:58 AM,08/02/2023 07:58 AM,07/22/2023 03:58 PM,07/28/2023 10:19 AM,20.4,74.772,2,100,No,0
Batch 4839,Batch 4839,Special,07/14/2022,Honey,,None,85,"ferm_Batch 4839_2022-07-11T20:50:45.046157,ferm_Batch 4839_2022-07-13T03:40:39.046157,ferm_Batch 4839_2022-07-14T11:52:08.046157",26.9,4.101,17.2,90,"Cloudy,Partly Cloudy,Sunny,Cloudy",07/10/2022 07:33 PM,07/14/2022 07:33 PM,"dry_Batch 4839_2022-07-17T04:24:11.046157,dry_Batch 4839_2022-07-15T10:24:44.046157,dry_Batch 4839_2022-07-16T02:17:01.046157,dry_Batch 4839_2022-07-19T02:31:02.046157,dry_Batch 4839_2022-07-17T23:54:39.046157",07/14/2022 09:33 PM,07/19/2022 08:33 AM,07/11/2022 01:48 AM,07/15/2022 07:20 AM,24.7,61.552,1,94,No,0
Batch 4840,Batch 4840,Special,07/14/2022,Honey,,None,87,"ferm_Batch 4840_2022-07-10T04:38:57.465930,ferm_Batch 4840_2022-07-11T13:34:38.465930,ferm_Batch 4840_2022-07-12T04:05:14.465930,ferm_Batch 4840_2022-07-13T02:11:49.465930",24.2,4.118,19.3,69,"Overcast,Cloudy,Partly Cloudy",07/09/2022 02:40 AM,07/14/2022 05:40 AM,"dry_Batch 4840_2022-07-18T14:19:07.465930,dry_Batch 4840_2022-07-19T09:34:07.465930,dry_Batch 4840_2022-07-16T12:57:26.465930,dry_Batch 4840_2022-07-18T13:12:47.465930,dry_Batch 4840_2022-07-15T23:55:38.465930",07/14/2022 07:40 AM,07/19/2022 09:40 PM,07/09/2022 02:44 AM,07/14/2022 11:33 AM,21.8,88.469,1,96,No,0
Batch 4841,Batch 4841,Special,04/28/2023,Honey,,None,86,"ferm_Batch 4841_2023-04-25T09:44:03.625717,ferm_Batch 4841_2023-04-25T15:33:12.625717,ferm_Batch 4841_2023-04-27T01:21:25.625717",21.9,4.265,18.1,77,"Cloudy,Sunny,Overcast,Rainy,Light Rain",04/23/2023 08:01 PM,04/28/2023 02:01 AM,"dry_Batch 4841_2023-05-01T13:11:57.625717,dry_Batch 4841_2023-04-29T06:20:17.625717,dry_Batch 4841_2023-04-29T18:51:24.625717,dry_Batch 4841_2023-05-01T15:58:42.625717,dry_Batch 4841_2023-04-30T09:00:22.625717",04/28/2023 01:01 PM,05/02/2023 03:01 AM,04/24/2023 05:24 AM,04/28/2023 12:10 PM,22.2,90.0,1,117,Yes,9
Batch 4842,Batch 4842,Special,06/23/2023,Washed,Spring Water,None,86,"ferm_Batch 4842_2023-06-20T16:04:04.709389,ferm_Batch 4842_2023-06-21T17:17:17.709389,ferm_Batch 4842_2023-06-19T12:03:47.709389,ferm_Batch 4842_2023-06-20T11:32:07.709389,ferm_Batch 4842_2023-06-21T18:05:43.709389",23.1,4.346,18.9,76,"Cloudy,Overcast,Cloudy,Cloudy,Cloudy",06/19/2023 07:48 AM,06/23/2023 12:48 AM,"dry_Batch 4842_2023-06-28T03:20:01.709389,dry_Batch 4842_2023-06-27T17:34:05.709389,dry_Batch 4842_2023-06-27T10:24:44.709389",06/23/2023 08:48 AM,06/28/2023 02:48 PM,06/19/2023 11:42 AM,06/23/2023 03:54 AM,28.0,71.986,,,,
Batch 4843,Batch 4843,Special,02/04/2022,Honey,,None,86,"ferm_Batch 4843_2022-02-02T19:12:30.209571,ferm_Batch 4843_2022-01-31T00:32:40.209571,ferm_Batch 4843_2022-02-04T07:23:10.209571",22.4,4.208,17.4,75,"Sunny,Partly Cloudy,Cloudy,Partly Cloudy,Overcast",01/30/2022 01:18 PM,02/04/2022 03:18 PM,"dry_Batch 4843_2022-02-07T23:17:16.209571,dry_Batch 4843_2022-02-05T14:36:04.209571,dry_Batch 4843_2022-02-08T14:56:06.209571",02/04/2022 07:18 PM,02/09/2022 12:18 PM,01/30/2022 02:58 PM,02/04/2022 04:01 PM,21.1,70.909,2,96,Yes,11
Batch 4844,Batch 4844,Special,11/03/2022,Washed,Well Water,None,83,"ferm_Batch 4844_2022-10-30T17:04:03.154388,ferm_Batch 4844_2022-10-30T09:28:31.154388,ferm_Batch 4844_2022-10-30T08:31:20.154388,ferm_Batch 4844_2022-10-31T17:17:08.154388,ferm_Batch 4844_2022-10-30T15:05:27.154388",18.3,4.824,18.3,60,"Rainy,Sunny,Sunny",10/28/2022 07:58 AM,11/03/2022 03:58 AM,"dry_Batch 4844_2022-11-03T22:34:34.154388,dry_Batch 4844_2022-11-07T05:30:05.154388,dry_Batch 4844_2022-11-03T17:33:51.154388,dry_Batch 4844_2022-11-07T11:12:42.154388",11/03/2022 01:58 PM,11/07/2022 02:58 PM,10/28/2022 02:41 PM,11/03/2022 07:10 AM,28.0,77.879,,,,
Batch 4845,Batch 4845,Special,07/09/2024,Honey,,None,84,"ferm_Batch 4845_2024-07-06T15:53:22.897504,ferm_Batch 4845_2024-07-08T07:11:01.897504,ferm_Batch 4845_2024-07-09T05:41:14.897504",22.7,4.443,17.2,74,"Cloudy,Sunny,Rainy,Sunny",07/06/2024 09:10 AM,07/09/2024 11:10 PM,"dry_Batch 4845_2024-07-13T08:23:12.897504,dry_Batch 4845_2024-07-14T09:33:14.897504,dry_Batch 4845_2024-07-14T11:15:50.897504",07/10/2024 09:10 AM,07/14/2024 05:10 PM,07/06/2024 05:58 PM,07/10/2024 01:57 AM,22.7,78.206,3,115,Yes,3
Batch 4846,Batch 4846,Special,06/06/2024,Honey,,Sugar,85,"ferm_Batch 4846_2024-06-06T10:41:08.369652,ferm_Batch 4846_2024-06-04T18:06:53.369652,ferm_Batch 4846_2024-06-02T15:48:22.369652,ferm_Batch 4846_2024-06-05T12:02:41.369652",21.3,4.66,17.6,60,"Cloudy,Cloudy,Overcast,Light Rain,Cloudy",06/02/2024 12:56 AM,06/06/2024 04:56 PM,"dry_Batch 4846_2024-06-08T05:22:55.369652,dry_Batch 4846_2024-06-07T12:45:11.369652,dry_Batch 4846_2024-06-07T08:30:19.369652,dry_Batch 4846_2024-06-10T04:43:54.369652",06/06/2024 10:56 PM,06/10/2024 12:56 PM,06/02/2024 02:34 AM,06/07/2024 02:24 AM,26.9,63.211,2,70,No,0
Batch 4847,Batch 4847,Special,09/12/2022,Honey,,None,83,"ferm_Batch 4847_2022-09-10T05:51:39.259644,ferm_Batch 4847_2022-09-11T05:02:02.259644,ferm_Batch 4847_2022-09-10T21:16:05.259644,ferm_Batch 4847_2022-09-10T22:30:09.259644",21.0,4.482,16.7,60,"Rainy,Partly Cloudy,Sunny,Cloudy",09/09/2022 06:39 AM,09/12/2022 06:39 PM,"dry_Batch 4847_2022-09-15T19:18:02.259644,dry_Batch 4847_2022-09-15T01:41:26.259644,dry_Batch 4847_2022-09-15T23:00:18.259644",09/13/2022 02:39 AM,09/16/2022 04:39 AM,09/09/2022 04:52 PM,09/13/2022 04:59 AM,21.1,74.913,2,116,Yes,3
Batch 4848,Batch 4848,Special,08/01/2022,Washed,Spring Water,None,85,"ferm_Batch 4848_2022-07-30T06:04:02.406414,ferm_Batch 4848_2022-07-29T20:10:30.406414,ferm_Batch 4848_2022-07-31T02:08:20.406414",27.6,4.094,16.4,79,"Cloudy,Light Rain,Rainy",07/29/2022 03:19 PM,08/01/2022 04:19 PM,"dry_Batch 4848_2022-08-07T11:24:32.406414,dry_Batch 4848_2022-08-05T07:13:58.406414,dry_Batch 4848_2022-08-04T00:56:57.406414,dry_Batch 4848_2022-08-02T09:04:22.406414,dry_Batch 4848_2022-08-04T21:35:24.406414",08/02/2022 02:19 AM,08/07/2022 11:19 PM,07/30/2022 01:43 AM,08/01/2022 09:35 PM,21.8,90.0,,,,
Batch 4849,Batch 4849,Normal,03/03/2024,Washed,Spring Water,None,86,"ferm_Batch 4849_2024-02-29T05:40:39.050025,ferm_Batch 4849_2024-02-27T09:31:35.050025,ferm_Batch 4849_2024-03-02T08:57:31.050025,ferm_Batch 4849_2024-03-02T05:18:32.050025,ferm_Batch 4849_2024-03-02T16:10:03.050025",22.8,4.539,16.7,79,"Partly Cloudy,Cloudy,Sunny,Sunny",02/27/2024 09:29 AM,03/03/2024 05:29 AM,"dry_Batch 4849_2024-03-08T02:16:08.050025,dry_Batch 4849_2024-03-06T12:23:25.050025,dry_Batch 4849_2024-03-07T10:11:15.050025,dry_Batch 4849_2024-03-07T05:23:08.050025",03/03/2024 02:29 PM,03/09/2024 01:29 PM,02/27/2024 04:04 PM,03/03/2024 10:22 AM,28.0,67.128,,,,
